source_file,listing_text,city,locality,property_type,bhk,sqft_builtup,sqft_uds,floor,facing,price_value,price_unit,price_in_inr,is_rental,rent_value,rent_unit,rent_in_inr,contact_numbers
MTClassifiedsJan102026-1.pdf,"SHRISH Constructions (ex: Alacrity executive engineer, 36 years of expertise) service offered, constructions & renovation, new building constructions, alterations, old building repairs & strengthening, water proofing & leak repairs, terrace & bathroom leak rectifications, finishing works, painting (internal-external), aluminum windows, modular kitchen, interior cupboard works, quality works, reasonable rate, dependable services. Contact: 98405 89353",Chennai,,Unknown,,,,,,,,,False,,,,
MTClassifiedsJan102026-1.pdf,"BUILDING repair / renovation / alteration minor/ major, your budget painting carpenter, electric, plumbing, false ceiling, PVC, UPVC aluminium fabrication, leak proof, weathering course. Ph: 9940679007 PACKERS AND MOVERS",Chennai,,Unknown,,,,,,,,,False,,,,9940679007
MTClassifiedsJan102026-1.pdf,"MYLAI, Rainbow Packers: local shifting, minimum Rs. 4000 and provide closed truck, TV, 1 Fan, 1 geyser, water purifier, dismantling free, car carrier/storage. Pls call: 9840020526 / 9600296873. All over India, 100% safe, 0% damage assuring.",Chennai,,Unknown,,,,,,,,,False,4000.0,,4000.0,"9840020526, 9600296873"
MTClassifiedsJan102026-1.pdf,"MYLAPORE, Ajay Packers: Local shifting, minimum Rs. 3900/- and all over India, AC, fan, 1 geyser, water purifier, tube light - dismantling free, car carrier storage. Pls call: 7358170399 / 7299047508",Chennai,Mylapore,Unknown,,,,,,,,,False,3900.0,,3900.0,"7358170399, 7299047508"
MTClassifiedsJan102026-2.pdf,"MYLAPORE TIMESJan 10 - 16, 2026 11 C L A S S I F I E D S Rental▲ ACCOMODATION WANTED",Chennai,Mylapore,Unknown,,,,,,,,,True,,,,
MTClassifiedsJan102026-2.pdf,REQUIRED 2/3 BHK house for rent in and around Mylapore for a pure veg family. Contact: 9840397822 RENTAL,Chennai,Mylapore,Independent House,3.0,,,,,,,,True,,,,9840397822
MTClassifiedsJan102026-2.pdf,"GROUND floor, old independent building at 8/17, Muthukrishnan Street, Mylapore, 2 BHK,1000 sq.ft., car and bike park, vegetarian family person required. Contact: 8939630690, 9176920332",Chennai,Mylapore,Independent House,2.0,1000.0,,,,,,,False,,,,"8939630690, 9176920332"
MTClassifiedsJan102026-2.pdf,"MANDAVELI, 1100 sq.ft., 2 bedroom, 2 bathroom, ground floor, north facing, veg, Rs. 30000. Alwarpet, 1750 sq.ft., 3 bedroom, Rs. 75000. Ph: 9003186674",Chennai,Mandaveli,Unknown,,1100.0,,,North,,,,False,30000.0,,30000.0,9003186674
MTClassifiedsJan102026-2.pdf,"MYLAPORE, opp Nageswara Rao Park, 2 BHK flat, ground floor, Rs. 20K, near Vivekananda College, new 2 BHK flat, 1 room, attached bathroom, Rs. 15K, bachelors room. Ph: 9841350607",Chennai,Mylapore,Apartment,2.0,,,,,,,,False,20.0,K,20000.0,9841350607
MTClassifiedsJan102026-2.pdf,"R.A.PURAM, 3 BHK, 3 bath, 1900 sq.ft., ground floor, east facing, only veg, Rs. 60K, 1 CCP. Ph: 9363739396",Chennai,R.A.Puram,Unknown,3.0,1900.0,,,East,,,,False,60.0,K,60000.0,9363739396
MTClassifiedsJan102026-2.pdf,"R.A.PURAM, 2 BHK flat, 1000 sq.ft., 2nd floor, south facing, lift, power backup, 1 covered car park, vegetarian, Rs. 38000. Mylapore, Keshava Perumal Street, 2 BHK flat, 1000 sq.ft., first floor, south facing, lift, 1 car park, rent Rs. 37000. Mandavelipakkam, 3 BHK flat, 1500 sq.ft., 2nd floor, north facing, lift, 1 car park, vegetarian, Rs. 55000. Ph: 8939936055",Chennai,Mylapore,Apartment,2.0,1000.0,,2.0,South,,,,True,38000.0,,38000.0,8939936055
MTClassifiedsJan102026-2.pdf,"MYLAPORE, Appu First Street, ground floor, old independent portion, vegetarian only. Ph: 98429 78999, 98422 22132",Chennai,Mylapore,Independent House,,,,,,,,,False,,,,
MTClassifiedsJan102026-2.pdf,"R.A.PURAM, 2000 sq.ft., 3 bedroom, 3 bathroom, 2nd floor, lift, north facing, 2 CCP, power backup, Rs. 80000, no broker. Ph: 9003186674",Chennai,R.A.Puram,Unknown,,2000.0,,2.0,North,,,,False,80000.0,,80000.0,9003186674
MTClassifiedsJan102026-2.pdf,"2 BHK, Appu Street, 2nd Lane, 2nd floor, lift available, only 2 wheeler parking, Mylapore, Chennai - 600004. S.M Mohideen: 9840064467",Chennai,Mylapore,Unknown,2.0,,,2.0,,,,,False,,,,9840064467
MTClassifiedsJan102026-2.pdf,"MRC Nagar, R.A.Puram near Chettinad School, out house 600 sq.ft., 1 BHK, attached toilet, bathroom, vegetarian, rent Rs. 18000. Contact: 9941588512",Chennai,R.A.Puram,Independent House,1.0,600.0,,,,,,,True,18000.0,,18000.0,9941588512
MTClassifiedsJan102026-2.pdf,"ABIRAMAPURAM, 2300 sq.ft., 3 BHK, 3 bath, 2 CP, 1st floor, lift, gated community, Rs. 80K. Nandanam, 1550 sq.ft., 3 BHK, 3 baths, 1 CCP, Rs. 65K. Ph: 7299141164",Chennai,,Unknown,3.0,2300.0,,1.0,,,,,False,80.0,K,80000.0,7299141164
MTClassifiedsJan102026-2.pdf,"CIT Colony, 3 BHK, 1800 sq.ft., 2 baths, 1st floor, lift, east, 1 car park, power backup, rent Rs. 75K, Rs. 5K maintenance. Royapettah, 4th floor, 3 BHK, lift, 1 CCP, Rs. 55K+ 5K maintenance. Ph: 9171829442",Chennai,,Unknown,3.0,1800.0,,1.0,,,,,True,75.0,K,75000.0,9171829442
MTClassifiedsJan102026-2.pdf,"ALWARPET, 3 BHK, 1800 sq.ft., 3rd floor, 2 CCP, power backup, north, Rent 1.30L + maintenance. Abiramapuram, 3 BHK, 2300 sq.ft., 2nd floor, east, lift, 2 CCP, rent Rs. 1.50L + maintenance. Contact: 9171829442",Chennai,Alwarpet,Unknown,3.0,1800.0,,3.0,,,,,True,1.5,L,150000.0,9171829442
MTClassifiedsJan102026-2.pdf,"R.A.PURAM, near Sangeetha Hotel, 1325 sq.ft., 3 bedroom, 1st floor, semi furnished, woodwork, west facing, car and bike parking, vegetarians only, rent Rs. 45K + maintenance. Contact: 9444974142",Chennai,R.A.Puram,Unknown,,1325.0,,1.0,West,,,,True,45.0,K,45000.0,9444974142
MTClassifiedsJan102026-2.pdf,"R.A.PURAM, 4th Main Road, spacious, 2 BHK / 3 BHK with 2/3 balconies, open CP spacious and private access and no lift. Open for family & bachelors sharing, walkable access to hotel, hospital, schools and public transport, brokers excuse. Contact: 9943062187",Chennai,R.A.Puram,Unknown,2.0,,,,,,,,False,,,,9943062187
MTClassifiedsJan102026-2.pdf,"ALWARPET, 3 BHK, Rs. 70K, Gopalapuram, 3 BHK, Rs. 55K, 3 BHK, Rs. 90K, R A Puram, 4 BHK, Rs. 1.7 lakh, 2 BHK, Rs. 45K, Adyar, 3 BHK, Rs. 75K, Royapettah, 2 BHK, Rs. 35K. Ph: 9363222561",Chennai,Adyar,Unknown,3.0,,,,,1.7,lakh,170000.0,False,70.0,K,70000.0,9363222561
MTClassifiedsJan102026-2.pdf,"NEAR Chettinad School, 2 bedroom, 2 bath, 1100 sq.ft., lift, CCP, Rs. 45000, 3 bedroom, 1500 sq.ft., 3 bath, lift, CCP. Rs. 50000. Alwarpet, near MCTM School, 3 bedroom, 1700 sq.ft., 3 bath, lift, CCP, Rs. 65000. Ph: 9841630593",Chennai,Alwarpet,Unknown,,1100.0,,,,,,,False,45000.0,,45000.0,9841630593
MTClassifiedsJan102026-2.pdf,"EAST Abiramapuram, 1700 sq.ft., 3 BHK, Rs. 65000, Mandaveli, 2000 sq.ft., 3 BHK, Rs. 65000, San Thome, 1400 sq.ft., 3 BHK, Rs. 45000. Contact: 8015184176 / 9884214816",Chennai,Mandaveli,Unknown,3.0,1700.0,,,,,,,False,65000.0,,65000.0,"8015184176, 9884214816"
MTClassifiedsJan102026-2.pdf,"MANDAVELI, 2100 sq.ft., 3 BHK, 5th floor, Rs. 1.10 lakhs, Mylapore, 3 BHK, 1st floor, Rs. 1.10 lakhs. Abiramapuram, 3 BHK, 4th floor, Rs. 1.70 lakhs. R A Puram, 3 BHK, Rs. 1.10 lakhs. S A Reality 9840015106",Chennai,Mylapore,Unknown,3.0,2100.0,,5.0,,1.1,lakhs,110000.0,False,1.1,l,110000.0,9840015106
MTClassifiedsJan102026-2.pdf,"ALWARPET, near Crown Plaza, posh 4 BHK flat, 3200 sq.ft., servant room, 2 CCP, genset, behind Crown Plaza, penthouse, 3000 sq.ft., 3 BHK flat, 2 CCP, servant room. Ph: 9841571836",Chennai,Alwarpet,Independent House,4.0,3200.0,,,,,,,False,,,,9841571836
MTClassifiedsJan102026-2.pdf,"MANDAVELI, 3 BHK flat, 1650 sq.ft., 2nd floor, north facing, Rs. 55 000. R A Puram, 4 BHK flat, 2400 sq.ft., 2nd floor, north facing, rs. 80000. MRC Nagar, multi story flat, 3 BHK, 2500 sq.ft., 11th floor, east facing, lift, power backup, 2 car park, Rs. 1.40 lakhs. Ph: 8148908215",Chennai,Mandaveli,Apartment,3.0,1650.0,,2.0,North,1.4,lakhs,140000.0,False,55.0,,55.0,8148908215
MTClassifiedsJan102026-2.pdf,"R A PURAM, 1200 sq.ft., 2 bedroom apartment, ground floor, car parking, Rs. 35000, near Sangeetha Hotel. Ph: 90803 23979",Chennai,,Apartment,,1200.0,,,,,,,False,35000.0,,35000.0,
MTClassifiedsJan102026-2.pdf,"MANDAVELIPAKKAM, 5th Trust Cross Street, 1400 sq.ft., 3 BHK, 3 bath, lift, CCP, north facing, Rent 55K, no broker. Ph: 9444620047",Chennai,Mandaveli,Unknown,3.0,1400.0,,,North,,,,True,,,,9444620047
MTClassifiedsJan102026-2.pdf,"MYLAPORE, Dr R.K Salai, new 1800 sq.ft., 3 bedroom, Rs. 70000,1500 sq.ft., 3 bedroom, 1st floor, lift, car park, Rs. 55000. Contact: 9382509090 / 9566024633",Chennai,Mylapore,Unknown,,1800.0,,1.0,,,,,False,70000.0,,70000.0,"9382509090, 9566024633"
MTClassifiedsJan102026-2.pdf,"KESAVA PERUMAL Kovil Street, 950 sq.ft., 1floor, lift, CCP, only veg, Rs. 38K. MRC Nagar, 2 BHK, Rs. 40K. Mandaveli, 3 BHK, rs. 50K, veg. R A Puram, 3 BHK, Rs. 60K. Mandaveli, 3 BHK, Rs. 70K. Ph: 9884137904",Chennai,Mandaveli,Unknown,2.0,950.0,,,,,,,False,38.0,K,38000.0,9884137904
MTClassifiedsJan102026-2.pdf,"ALWARPET, St. Mary’s Road near Alphabet School, semi-furnished apartment, Ac, fans in all rooms & hall,1300 sq.ft., 2 BHK, 2 bath,1 covered car parking, ground floor, attached sitting area separately, Rent 85K + maintenance. Ph: 6369119932",Chennai,Alwarpet,Apartment,2.0,1300.0,,,,,,,True,,,,6369119932
MTClassifiedsJan102026-2.pdf,"MYLAPORE, 1500 sq.ft., 3 BHK, Rs. 55K, CCP, near park, 1500 sq.ft., 3 BHK, Rs. 65K, backup, CCP. Ph: 9384351931",Chennai,Mylapore,Unknown,3.0,1500.0,,,,,,,False,55.0,K,55000.0,9384351931
MTClassifiedsJan102026-2.pdf,"3 BHK, 1700 sq.ft., semi furnished, 3rd floor, car park, lift, modular kitchen, 3 bathroom for rent in Alwarpet, behind Kauvery Hospital rent Rs. 65K. Focus Realty: 9500045600",Chennai,Alwarpet,Unknown,3.0,1700.0,,3.0,,,,,True,65.0,K,65000.0,9500045600
MTClassifiedsJan102026-2.pdf,"3 BHK flat, for rent in East Abhiramapuram, close to P.S. Senior School and Mylai Station, 1350+ sq.ft., with one car park, third floor with lift access, prefer vegetarian. Contact: WA 9150580635 (9-11:30 am)",Chennai,,Apartment,3.0,,,,,,,,True,,,,9150580635
MTClassifiedsJan102026-2.pdf,"1200 SQ.FT., at Mandaveli, rent Rs. 35000, independent house, first floor, ready for occupation, only vegetarians. Ph: 9445313734 / 9444378328",Chennai,Mandaveli,Independent House,,1200.0,,,,,,,True,35000.0,,35000.0,"9445313734, 9444378328"
MTClassifiedsJan102026-2.pdf,"ABHIRAMAPURAM, Alwarpet, Mandaveli, Mylapore flat, 1-4 BHK, independent house, Rs. 15K – Rs. 1.50 lakhs, office, godown, lease, bachelor. Ph: 8667066894 / 9677291966",Chennai,Mylapore,Independent House,4.0,,,,,1.5,lakhs,150000.0,False,15.0,K,15000.0,"8667066894, 9677291966"
MTClassifiedsJan102026-2.pdf,"MYLAPORE, Mandaveli, R A Puram, 4 BHK, Rs. 90K, Rs. 80K, 3 BHK, Rs. 60K, Rs. 50K, 2 BHK, Rs. 40K, Rs. 35K, 1 BHK, Rs. 20K, Rs. 15K, 2 BHK, lease, Rs. 30 lakhs. Ph: 6374721876",Chennai,Mylapore,Unknown,4.0,,,,,30.0,lakhs,3000000.0,False,90.0,K,90000.0,6374721876
MTClassifiedsJan102026-2.pdf,"TWO BEDROOM flat, new lift, CCP, vegetarian, no broker. Contact: 9444851511",Chennai,,Apartment,,,,,,,,,False,,,,9444851511
MTClassifiedsJan102026-2.pdf,"MYLAPORE, Mandaveli, R A Puram, 4 BHK, Rs. 90K, Rs.80K, 3 BHK, Rs. 60K, Rs. 50K, 2 BHK, Rs. 40K, Rs. 35K, 1 BHK, Rs. 20K, Rs. 15K, 2 BHK, lease, Rate 30 lakhs. Ph: 6374721876",Chennai,Mylapore,Unknown,4.0,,,,,30.0,lakhs,3000000.0,False,90.0,K,90000.0,6374721876
MTClassifiedsJan102026-2.pdf,"R A PURAM, near Rani Meyyammai School, ground floor, 2 BHK, 900 sq.ft., two wheeler parking, direct EB, Rent 25K, advance six month. Ph: 9952967774",Chennai,,Unknown,2.0,900.0,,,,,,,True,,,,9952967774
MTClassifiedsJan102026-2.pdf,"ALWARPET, R A Puram, 1st Main Road, 1150 sq.ft., apartment, first floor, lift, CCP, power back up, Rs. 35K rent, maintenance Rs. 4500, vegetarian only. Ph: 9884464769 / 9884064767",Chennai,Alwarpet,Apartment,,1150.0,,,,,,,True,35.0,K,35000.0,"9884464769, 9884064767"
MTClassifiedsJan102026-2.pdf,"MANDAVELI, 3 BHK, first floor, Rs. 85K, veg. 2 BHK, 2nd floor, no lift, Rs. 38K, 1 BHK, 1st floor, Rs. 11K, 1 BHK, ground floor, Rs. 11K, 2 BHK, second floor, no lift, Rs. 23K. Ph: Agent 9884748295",Chennai,Mandaveli,Unknown,3.0,,,2.0,,,,,False,85.0,K,85000.0,9884748295
MTClassifiedsJan102026-2.pdf,"ABHIRAMAPURAM, brand new flat, 1200 sq.ft., 2 bedroom, study room, CCP, genset, Rs. 50K, R A Puram, 1700 sq.ft., 3 bedroom, 2 CP, Rs. 60K. Mandaveli, 1100 sq.ft., 2 bedroom, CCP, lift, Rs. 35K. Ph: 9841058333",Chennai,Mandaveli,Apartment,,1200.0,,,,,,,False,50.0,K,50000.0,9841058333
MTClassifiedsJan102026-2.pdf,"LUZ near Nageswara Rao Park, independent house, G+1, 2300 sq.ft., 3 BHK, 3 attached bathroom, with balcony, 2 car parking, Rs. 1.25 lakhs, negotiable, pure vegetarian. Ph: Agent 8939164302",Chennai,,Independent House,3.0,2300.0,,,,1.25,lakhs,125000.0,False,1.25,l,125000.0,8939164302
MTClassifiedsJan102026-2.pdf,"MYLAPORE, Kutchery Road, Post office, opp Arundale Street, 1st floor, 2 BHK, 1100 sq.ft., 2 wheeler parking, Rent 27K, veg only, nego. Ph: 9940415778",Chennai,Mylapore,Commercial,2.0,1100.0,,1.0,,,,,True,,,,9940415778
MTClassifiedsJan102026-2.pdf,"WARREN Road, 1800 sq.ft., 3 BHK, CCP, lift, genset, CCTV, east facing, Rs. 65K, R A Puram, 900 sq.ft., 2 BHK, lift, Rs. 30K, 1200 sq.ft., 2 bedroom, study, CP, Rs. 32K, MANDAVELI, 1500 sq.ft., 3 BHK, CP, lift, Rs. 50K, 750 sq.ft., 2 BHK, Rs. 20K, Mylapore, 800 sq.ft., 2 BHK, Rs. 25K. Ph: 9841983231",Chennai,Mylapore,Unknown,3.0,1800.0,,,East,,,,False,65.0,K,65000.0,9841983231
MTClassifiedsJan102026-2.pdf,"MANDAVELI, VK Iyer Road, 1 BHK, new flat, 600 sq.ft., two wheeler parking, small family or bachelors, Rs. 21K. Agent: 9841139576",Chennai,Mandaveli,Apartment,1.0,600.0,,,,,,,False,21.0,K,21000.0,9841139576
MTClassifiedsJan102026-2.pdf,"MYLAPORE, near PS Senior School, brand new, 2000 sq.ft., 1st floor, 3 BHK, power backup, lift, 2 covered car park, Rs. 80K, veg only. Agent: 9941049971",Chennai,Mylapore,Unknown,3.0,2000.0,,1.0,,,,,False,80.0,K,80000.0,9941049971
MTClassifiedsJan102026-2.pdf,"R A PURAM, 2 bedroom flat, 1000 sq.ft., 2nd floor, lift, CCP, power backup, near Sangeetha Hotel, vegetarian. Ph: 9841188817",Chennai,,Apartment,,1000.0,,2.0,,,,,False,,,,9841188817
MTClassifiedsJan102026-2.pdf,"RENT 2 BHK, Rs. 28000, 1st floor, Srinivasa Avenue, R A Puram, old flat, no car park, no lift, east face, only veg, opposite Hari Shree Vidyalaya School. Agent Bala: 9499917299",Chennai,,Apartment,2.0,,,1.0,,,,,True,28000.0,,28000.0,9499917299
MTClassifiedsJan102026-2.pdf,"MYLAPORE, 2 BHK, new flat, Rs. 34000, lift, CCP, Rs. 2400, Rs. 22000, Rs. 18000, 1 BHK, Rs. 15000, Rs. 14000, Rs. 13000, Rs. 10000, near Mylapore, Mandaveli Schools. Ph: 7358622277/ 9840122100 / 9952036871",Chennai,Mylapore,Apartment,2.0,,,,,,,,False,34000.0,,34000.0,"7358622277, 9840122100, 9952036871"
MTClassifiedsJan102026-2.pdf,"MYLAPORE, Rs. 18000, Rs. 25000, Rs. 30000, Mandaveli, Rs. 20000, Rs. 45000, Rs. 55000, Abiramapuram, Rs. 55000, San Thome, villa, Rs. 1 lakh. Ph: 9790736113",Chennai,Mylapore,Unknown,,,,,,1.0,lakh,100000.0,False,18000.0,,18000.0,9790736113
MTClassifiedsJan102026-2.pdf,"800 SQ.FT., 2 BHK, 2 bath, ground floor, Rs. 30K. Mandaveli, 1400 sq.ft., 3 BHK, 3 bath, CCP, Rs. 40K, Rs. 50K, Mylapore. RGM Reality: 9176740182",Chennai,Mylapore,Unknown,2.0,800.0,,,,,,,False,30.0,K,30000.0,9176740182
MTClassifiedsJan102026-2.pdf,"R A PURAM, May Flower Gardens, 2.5 BHK, with attached toilets & 1 separate bathroom, small store room, OCP, ready to occupy, for rent. Please Contact: 8825579405",Chennai,,Unknown,5.0,,,,,,,,True,,,,8825579405
MTClassifiedsJan102026-2.pdf,"SECOND Main Road, R A Puram, ground floor, rental Rs. 35000, fixed, 2 BHK, semi furnished exclusive, open car park, flat south facing, building north facing, strictly vegetarian. Contact: Consultant 9600097902",Chennai,,Apartment,2.0,,,,South,,,,True,35000.0,,35000.0,9600097902
MTClassifiedsJan102026-2.pdf,"MYLAPORE, 2 BHK flat, rent, 700 sq.ft., 1st floor, Rs. 20K. RBN Real Estate: 9841279554",Chennai,Mylapore,Apartment,2.0,700.0,,1.0,,,,,True,20.0,K,20000.0,9841279554
MTClassifiedsJan102026-2.pdf,"EAST Abhiramapuram, 1700 sq.ft., 3 bedroom, CCP, Genset, 65000/- including maintenance, veg or non veg. R.A. Puram, 1st main road, 1100 sq.ft., 2 bedroom, CCP, 35000/- genset, Ph: 9840736132 / 9003621068",Chennai,,Unknown,,1700.0,,,,,,,False,,,,"9840736132, 9003621068"
MTClassifiedsJan102026-2.pdf,"THREE BHK on Ambujammal Street., off TTK Road, available wef Feb.1, 2026. Contact: 9344145435 RENTAL / COMMERCIAL",Chennai,,Commercial,,,,,,,,,True,,,,9344145435
MTClassifiedsJan102026-2.pdf,"RENT for commercial place, 1500 sq.ft., ground floor, near Vidya Mandir School & Nalli Silk Store, flat no: 3, 95-96, Royapettah High Road, Mylapore, Chennai - 600 004. Contact: 8838549199, 9500093733",Chennai,Mylapore,Apartment,,1500.0,,,,,,,True,,,,"8838549199, 9500093733"
MTClassifiedsJan102026-2.pdf,"MYLAPORE, 250 sq.ft., ground floor, with toilet, Rs. 20K, near R.K. Salai Signal, Royapettah High Road. Ph: Agent 9042724590",Chennai,Mylapore,Unknown,,250.0,,,,,,,False,20.0,K,20000.0,9042724590
MTClassifiedsJan102026-2.pdf,"R A PURAM commercial, full furniture, office space, 2000 sq.ft., 1st floor, east facing, 2 CP, 25 two wheeler parking, Rs. 2.5 lakhs, 1250 sq.ft., ground floor, 2 CP, 15 two wheeler, Rs. 1.3 lakhs. Ph: 6380844247",Chennai,,Commercial,,2000.0,,1.0,East,2.5,lakhs,250000.0,False,2.5,l,250000.0,6380844247
MTClassifiedsJan102026-2.pdf,"SHOW ROOM, Kotturpuram, 1800 sq.ft., hall type, ground floor, 3 car parking, ideal for clinic, coffee shop, retail, Rs. 1 lakhs, Rs. 50K. Contact: 9841270353",Chennai,,Unknown,,1800.0,,,,1.0,lakhs,100000.0,False,1.0,l,100000.0,9841270353
MTClassifiedsJan102026-2.pdf,"MYLAPORE, East Mada Street, road facing, 2nd floor, refurbished, 3000 sq.ft., office space, A/c with cubicles, board room & director’s cabin, interiors, reception, pantry with lift, rear side, suitable for admin office, academic centre etc. Ph: 9840038334",Chennai,Mylapore,Commercial,,3000.0,,2.0,,,,,False,,,,9840038334
MTClassifiedsJan102026-2.pdf,"KASTURI ESTATE, second street, office space, 4 work stations and sharing conference architects / Ad agency / consultancy suitable, Rent 50K. Ph: 9940069195",Chennai,,Commercial,,,,,,,,,True,,,,9940069195
MTClassifiedsJan102026-2.pdf,"BISHOP Garden extension office space, calm locality, 500 sq.ft., Rs. 40K, 250 sq.ft., Rs. 20K. Ph: 9841047800",Chennai,,Commercial,,500.0,,,,,,,False,40.0,K,40000.0,9841047800
MTClassifiedsJan102026-2.pdf,"RANGA ROAD, 600 sq.ft., ground floor, hall type with bathroom, office come godown, Rs. 32K, negotiable. Ph: Agent 8939164302",Chennai,,Commercial,,600.0,,,,,,,False,32.0,K,32000.0,8939164302
MTClassifiedsJan102026-2.pdf,"MYLAPORE, ground floor, shops 650 sq.ft., 330 sq.ft., 310 sq.ft., in Main Road, available for rent, front 10 feet each, north facing. Ph: 9581289669",Chennai,Mylapore,Unknown,,650.0,,,North,,,,True,,,,9581289669
MTClassifiedsJan102026-2.pdf,"COMMERCIAL space, Adyar, Gandhi Nagar, 3rd Main Road, 1100 sq.ft., with 120 sq.ft., balcony, attached 2 toilets, fully air conditioned, 2nd floor, ready to occupy. Ph: 9025472447 RENTAL / RESIDENTIAL",Chennai,Adyar,Commercial,,1100.0,,2.0,,,,,True,,,,9025472447
MTClassifiedsJan102026-2.pdf,"MYLAPORE, Balakrishna Street, near Sanskrit College, 1300 sq.ft., 3 BHK with 2 attached and 1 common bathroom, wardrobe, lofts, lift, CP, utility, pooja, veg preferred, Rs. 45K. Contact Agent Iyer: 9962312504",Chennai,Mylapore,Unknown,3.0,1300.0,,,,,,,False,45.0,K,45000.0,9962312504
MTClassifiedsJan102026-2.pdf,"MYLAPORE near Chitrakulam, 2 BHK, 1000 sq.ft., lift, covered car parking, Rent 40000, including maintenance, only vegetarian. Ph: K. Gopalakrishnan 9380964793",Chennai,Mylapore,Unknown,2.0,1000.0,,,,,,,True,,,,9380964793
MTClassifiedsJanJan24_30_2026-1-2.pdf,"POES garden, 3160 sq.ft., UDS 1800 sq.ft ., 3 BHK, 3 bath, 2 cover car park, 2 balcony, 3 floor, selected room and servant bath, 100? power backup, each floor one flat, expected Rate 9 crores + registration. Contact: 9840999577 / 9841999945",Chennai,,Apartment,3.0,3160.0,1800.0,,,9.0,crores,90000000.0,False,,,,"9840999577, 9841999945"
MTClassifiedsJanJan24_30_2026-1-2.pdf,"R.A.PURAM, 2650 sq.ft., UDS1000 sq.ft., 3 BHK, 3 bath, 2 CCP, 3rd floor, lift, power backup, gym, play area, 16 years old, vaastu 100%, gated community. Ph: 7299141164",Chennai,R.A.Puram,Unknown,3.0,2650.0,1000.0,3.0,,,,,False,,,,7299141164
MTClassifiedsJanJan24_30_2026-1-2.pdf,"ABIRAMAPURAM, very good location, 3 BHK, luxury flat, 1900 sq.ft., UDS 900 sq.ft., 9 years old, 2nd floor, east facing, lift, power backup, 1 big covered car park, Rate 3.80 crores. Abiramapuram, 3rd floor, brand new flat, 3 BHK, 2450 sq.ft., UDS 950 sq.ft., first floor, south facing, lift, power backup, 2 car park, Rate 6.30 crores. Ph: 9962960999",Chennai,,Apartment,3.0,1900.0,900.0,2.0,East,3.8,crores,38000000.0,False,,,,9962960999
MTClassifiedsJanJan24_30_2026-1-2.pdf,"R.A.PURAM, 1500 sq.ft, 3rd floor, 3 bedroom , 3 toilets, lift, covered car parking, Rate 3.50 crores. Ph: 9840496923",Chennai,R.A.Puram,Unknown,,1500.0,,3.0,,3.5,crores,35000000.0,False,,,,9840496923
MTClassifiedsJanJan24_30_2026-1-2.pdf,"R.A.PURAM, brand new, 1st floor, 2000 sq.ft, 3 bedroom, 3 toilets, power back up, 2 covered car parking, Rate 6 crores. Ph: 9840496923",Chennai,R.A.Puram,Unknown,,2000.0,,1.0,,6.0,crores,60000000.0,False,,,,9840496923
MTClassifiedsJanJan24_30_2026-1-2.pdf,"NANDANAM, 1376 sq.ft., 18yrs old, north faci ng, 3 BHK, attached baths, lift, covered car park, power backup, security, Rs. 2.25 crore. Sherin Homes: 9884543807",Chennai,,Unknown,3.0,1376.0,,,,2.25,crore,22500000.0,False,2.25,,2.0,9884543807
MTClassifiedsJanJan24_30_2026-1-2.pdf,"R.A.PURAM, 900 sq.ft., 2 BHK, 453 UDS, 28years old, Rate 1.40 crore. C V Raman Road, 640 sq.ft., 1 BHK, 375 UDS, 20 years old, Rate 1.05 c rore. Contact: 8015184176, 9884214816",Chennai,R.A.Puram,Unknown,2.0,900.0,,,,1.4,crore,14000000.0,False,,,,"8015184176, 9884214816"
MTClassifiedsJanJan24_30_2026-1-2.pdf,"ABIRAMAPURAM, 670 UDS, 1100 sq.ft., ground floor, for sale, suitable for commercial use, 3rd Street, Warren Road side. Ph: 9884385333, 9655926071",Chennai,,Commercial,,1100.0,,,,,,,False,,,,"9884385333, 9655926071"
MTClassifiedsJanJan24_30_2026-1-2.pdf,"FLAT for sale, Rs. 65 lakhs, Royapattah on Main Road, 2nd floor, eas t face, bike parking. Ph: 8438391544",Chennai,,Apartment,,,,2.0,,65.0,lakhs,6500000.0,False,65.0,l,6500000.0,8438391544
MTClassifiedsJanJan24_30_2026-1-2.pdf,"MANDAVELI, spacious, 2 BHK flat with high UDS, one flat per floor. Hanu Reddy Realty: 9840666773, 7824868456",Chennai,Mandaveli,Apartment,2.0,,,,,,,,False,,,,"9840666773, 7824868456"
MTClassifiedsJanJan24_30_2026-1-2.pdf,"MYLAPORE, near Luz, individual house, land area,1546 sq.ft., plus passage, 165 sq.ft., Rs. 3.25 crore, no brokers. Open Doors: 9884282290",Chennai,Mylapore,Land,,1546.0,,,,3.25,crore,32500000.0,False,3.25,,3.0,9884282290
MTClassifiedsJanJan24_30_2026-1-2.pdf,"APARTMENTS / Villas in Adyar, Besant Nagar, Thiruvanmiyur, ECR, veg units. Contact: 9894501672",Chennai,Adyar,Apartment,,,,,,,,,False,,,,9894501672
MTClassifiedsJanJan24_30_2026-1-2.pdf,"MYLAPORE, near Saibaba Temple, 626 sq.ft., 2nd floor, lift, UDS 200, 20 years old, 1 BHK, fully woodwork, Price 53 lakhs. K. Gopalakrishnan: 9380964793",Chennai,Mylapore,Unknown,1.0,626.0,200.0,2.0,,53.0,lakhs,5300000.0,False,,,,9380964793
